comentario;nota;data
"O Jardim Botânico é lindo e não paga para entrar. Se você tiver como levar seu lanche ou tiver como almoçar antes de ir, ótimo, mas se você estiver em viagem, fazendo o passeio da Linha Turismo e pensar que vai poder almoçar por lá, não conte com isso. O Parque tem uma cantina que até oferece lanche. Fomos no último domingo e a cantina oferecia apenas lasanha e panqueca (preço simbólico a R$10,00), mas eu tive que esperar 1h para essa simples ""refeição"" ficar pronta e, detalhe, estávamos na hora do almoço, não era final de tarde, era por volta dàs 13h e no entorno do parque não tinha nenhuma opção de almoço. Se é um lugar tão lindo e um dos maiores atrativos turísticos de Curitiba, caberia ter uma estrutura que oferecesse almoço por perto. Posso citar como exemplo o Jardim Botânico do Rio de Janeiro. Isso atenderia melhor pessoas gestantes (como é o meu caso), idosos, deficientes e a população em geral.";4.0;fev de 2017
Um belo parque muito bem cuidado e limpo. Os canteiros de flores são lindos.O tamanho surpreendeu negativamente, pois imaginava um parque maior. A estufa lateral infelizmente está desativada o que também deixa a desejar.;3.0;fev de 2017
O Jardim Botânico de Curitiba é uma lugar agradável para conhecer e caminhar.Possui lojinha com recordações de bom gosto.Em um dia frio, é possível saborear um delicioso chocolate quente na lancheria que fica dentro do jardim.;5.0;jul de 2016
Local muito bonito sempre bem cuidado com flores da época sempre diferentes o que faz de cada visita que vc faz seja única Vale a pena conhecer ;5.0;mar de 2017
Local lindo, limpo, muita paz ! Excelente para passeio com a familia, local onde todos devem conhecer. Preservação é o nome !!;5.0;fev de 2017
Bom passeio em Curitiba. Vale a pena visitar o parque. Atenção para o estacionamento. Durante a semana, é dif[icil estacionar na rua porque é proibido estacionar na avenida em frente.;5.0;fev de 2017
Eu já fui ao Jardim Botânico do RJ e de São Paulo. Gostei muito de ter ido ao de Curitiba. Já são três na minha coleção. Esse de Curitiba tem uma beleza particular. A estufa foi inspirada no Palácio de Cristal de Londres, rende lindas fotos.  A entrada é franca. Você pode comprar um ingresso com direito a 4 paradas em frente a praça Tiradentes, hoje, no valor de 45,00. E escolher onde parar. Eu escolhi, o Jardim Botânico como uma das minhas paradas. Tirei muitas fotos e comprei uma caneca com o desenho do Jardim na lojinha de souvenires. Super recomendo!;5.0;fev de 2017
Jardim lindo com flores e plantas !Lugar para andar e pensar na vida !!!Muitos turistas se quiser fazer amigos!!!;5.0;mar de 2017
O parque é lindo e super bem cuidado.É possível ir só para relaxar em um simples passeio ou fazer alguma atividade física.Vale a pena conhecer.;5.0;abr de 2016
O parque em si deveria ser bonito quando era bem cuidado, achei tudo com cara de abandono, me deu uma certa tristeza como paranaense.;3.0;jan de 2017
Parque destaque pela ampla área gramada - perfeito para fazer um pic nic - jardins floridos e estufa ao fundo. ;4.0;mar de 2017
Um lugar imperdível em Curitiba, ponto de parada obrigatória,ótimo para fotografias, e para passar horas, caminhar. ;4.0;fev de 2017
Local super agradável, bonito, com ampla área verde. Pude constatar que é bastante frequentado pelos curitibanos, um bom sinal. Pra quem gosta de tirar fotos, o local proporciona imagens muito bonitas.;4.0;fev de 2017
O parque é um paraíso, bem cuidado e limpo. Senti falta de mais opções no próprio parque, como restaurante ou um café.;4.0;fev de 2017
"Sem sombra de dúvidas a parte mais linda de Curitiba, é de impressionar a vista de tanta beleza, muito verde, flores, ar puro, tranquilidade... Uma das ""obras"" mais lindas de nosso país com toda certeza do mundo!";5.0;fev de 2017
Atração imperdível em Curitiba.O Jardim Botânico é muito bem cuidado e vale a pena o passeio!Apenas o lugar para comer que tem poucas opções e é caro!;5.0;abr de 2016
Lugar muito bonito, bom para passear em família, fazer atividades ao redor do parque...jardim das sensações é uma experiência bem bacana ;5.0;mar de 2017
Lugar agradável pra dar uma caminhada sem pressa! Aconselho a visitar dia de semana em horário comercial, sempre mas tranquilo.;5.0;fev de 2017
Este lugar é lindo ,fantástico ,as flores são lindas ,a arquitetura maravilhosa a vista encantadora .;5.0;fev de 2017
O Jardim Botânico de Curitiba realmente é um cenário belíssimo, que rende as mais belas fotos. Não é à toa que é o principal cartão postal da charmosa capital do Paraná.;5.0;dez de 2016
É um lugar lindo e agradável. Um dos cartões postais de Curitiba. Imperdível. Tem uma estufa e um amplo gramado para descansar, pistas para andar e correr. Um lindo lago. Vale a pena.;5.0;fev de 2017
Imperdível na cidade... o ponto mais visitado e sem duvida o mais bonito de tirar fotos... fácil acesso ;5.0;fev de 2017
Um lugar longa e que nos mostra como uma cidade pode ser pensada para as pessoas que nela vivem. Ótimo lugar para tirar lindas fotos. Tem estacionamento gratuito e bem concorrido.;5.0;fev de 2017
O Jardim Botânico tem uma bela variedade de plantas, o lugar traz muita paz e aconchego. Você está em um dos bairros mais conceituados de uma capital e dentro do Jardim sente que está em um lugar a parte. Ótimo pra levar crianças, fazer uma boa caminhada ou apenas apreciar o belo.;4.0;fev de 2017
Muito bonito. Contato direto com diversas espécies de plantas. Jardim maravilhoso. Não paga e além de conhecer ainda podem fazer caminhadas piqueniques etc;5.0;fev de 2017
O cartão postal mais famoso da cidade. Lindo! Realmente. Vale uma visita breve. A melhor opção é o ônibus turístico. Perfeito para conhecer 4 pontos turísticos da cidade em um período. ;4.0;fev de 2017
Um passeio muito legal...Principalmente pra quem está com crianças, pois tem espaço pra correr e se divertir. ;5.0;fev de 2017
No dia do passeio levamos sorte, estava muito ensolarado e quente. Foi uma experiência incrível para as crianças, que curtiram muito o local amplo e super agradável. Não recomendo os domingos, pois lota. Fui durante a semana e aproveitei muito mais.;4.0;set de 2016
Continua bonito, mas é possível observar muitos pontos a reformar, precisa de melhor manutenção, principalmente no Palácio estufa, o jardim está bonito graças a patrocínio de empresas;3.0;fev de 2017
Visita obrigatória ao cartão postal de Curitiba. Lugar muito bonito, bom para passear com a família e fotografar. Imperdível. ;5.0;fev de 2017
As fotos não conseguem expressar a beleza. Simplesmente maravilhoso uma área linda é incrível que merece a visita. ;5.0;fev de 2017
Lindo, arborizado e super indicado para ir com amigos, família e crianças. Precisa ir com tempo para conhecer o espaço todo. Bastante lugar para as crianças brincarem.;5.0;fev de 2017
Um dos parques mais lindos de Curitiba....muito verde...muitas flores,,,lagos...e tambem um palacio de vidro com muitas especies de plantas...o seu passeio a Curitiba não ficará completo senão visitar o Jardim Botanico.  òtima localização... logo na entrada da cidade (Pra quem chega de Santa Catarina), facil de chegar pois a cidade é bem sinalizada com placas para o turista chegar sem problemas...enfim super recomendado.;5.0;abr de 2016
O local é belo, não deixem de conhecer, muito verde, as crianças adoram passear e correr pelo parque.;5.0;fev de 2017
Um parque incrível, lindo, sem palavras..Limpo, organizado, com diversas flores e plantas, alguns animais nos lagos.Super recomendo, é apaixonante..;5.0;out de 2016
O Jardim é muito bem cuidado e muito bonito! Há ainda um jardim sensorial bastante variado e diversificado. Ótimo lugar para um passeio!;4.0;fev de 2017
Passagem obrigatória para quem visita Curitiba, pois ali está o maior cartão postal da cidade.Lindo lugar para tirar fotos e descansar.;5.0;fev de 2017
Espaço grande, porém mal aproveitado (poderia haver mais estruturas). A estufa é  o único ponto chamativo. Há um pequeno comércio onde você encontra souvenirs e mudas de flores.;4.0;fev de 2017
Quando estive no Jardim Botânico estava um dia ensolarado e quente por isso o parque estava bem cheio, no lago dava para ver tartarugas e peixes, muitos pássaros e flores, plantas, como se espera que tenha em um jardim botânico. Achei o local belíssimo, bastante amplo e tem uma lojinha onde pode-se comprar algumas plantas e quadris. A entrada é gratuita. ;4.0;fev de 2017
Lugar extremamente limpo e preservado, nem parece um jardim botânico no Brasil, ótimo lugar para um passeio e para tirar fotos, a visita só não foi perfeita pois estava lotado.;4.0;fev de 2017
É um passeio muito agradável.Muito verde, familiar, belos jardins.Eu particularmente adoro esse lugar.Entrada franca.;5.0;fev de 2017
Ótimo passeio. Lugar incrivelmente lindo e que não pode deixar de visita-lo. Bom para tirar fotos e aproveitar para lazer.;5.0;fev de 2017
Muito bonito, conservado e de excelente gosto, este tesouro de Curitiba atrai pessoas de todos os lugares, refúgio para os locais e encanta aos turistas. Tem um pequeno estacionamento na estrada (para fugir dos flanelinhas, mas muito disputado), tem uma lojinha de lembranças e comida também. O castelo inspirado no castelo de cristal de Londres é o ponto alto do local, recebendo elogios de todos que adentram para conferir a estrutura metálica envolvida com vidro e cheia de plantas de várias espécies. Muita área verde para a criançada e os pets ficarem livres, muitos correndo atrás dos quero-quero que moram por lá. Voltaremos todas as vezes que visitarmos a cidade.;5.0;fev de 2017
Lindíssimo! Jardins bem cuidados. É ótimo para deitar na grama, fazer picnic, ver o tempo passar...maravilhoso!;5.0;fev de 2017
Lindo demais!! Não deixe de visitar!!! Lugar bem cuidado, grande e mágico!! Levamos uma hora e meia para conhecer.;5.0;fev de 2017
Espaço verde muito bem cuidado, com belas flores e alguns animais nas fontes de água. O banheiro localizado no posto de atendimento ao turista não funciona (aparentemente, estavam ok mas a atendente informou que turistas somente poderiam usar os banheiros da lanchonete ou aqueles ao lado da estufa). Enfim, isso não tirou o brilho do lugar. Passeio imperdível!;5.0;fev de 2017
O Jardim Botânico é praticamente o primeiro lugar que vem a mente de quanto falamos de Curitiba. É um parque fantástico, muito bonito, muito bem cuidado e com opções de lazer (pista de cooper) para os moradores locais, não restringindo-se apenas  a um local turístico.Nota 10. É uma parada obrigatória em Curitiba.;5.0;out de 2016
Local perfeito para uma caminhada descompromissada. Solte as crianças e as deixe correr e aproveite para apreciar os jardins muito bem cuidados. Um daqueles locais de referência, imperdíveis.;5.0;fev de 2017
Um lugar encantador, passear pelos jardins externos e pelo jardim fechado é um programa agradável e de encher os olhos.Especialmente em um dia ensolarado.Um programa imperdível para quem visita a capital paranaense.;4.0;nov de 2016
Estar em Curitiba e não ir ao jardim botânico e perder a viagem kkkk vale a pena e a cada visita um novo olhar, aproveitem.;5.0;fev de 2017
Fui algumas vezes no Jardim Botanico,um lugar agradavel para se passear, tirar umas fotos lindas, fazer books, e onde você conhece um pouco de cada planta, um lugar incrivel.;5.0;ago de 2016
Fizemos o passeio da linha turismo e descemos em uma das paradas para conhecer o Jardim Botânico! Lindo e ótimo passeio para todas as idades! Só pecou por não ter uma boa estrutura com banheiros limpos e equipados. Mas o ponto tem que estar incluído no roteiro! ;4.0;fev de 2017
Nada demais. É um parque normal,  nem lembra que se está num jardim botânico. A estufa achei suja e mal cuidada. Não voltarei. ;3.0;fev de 2017
O Jardim Botânico é um parque público muito agradável e indispensável de visitar em Curitiba.Existem vários passeios, lagos, áreas cobertas e um jardim muito bonito.;5.0;fev de 2017
Parque mais lindo da cidade, é grande e tem a linda estufa de Curitiba! É bem localizado e tem uma área enorme para passear e fazer exercícios!;5.0;jan de 2017
Jardim Botanico não é um parque, mas um espaço de pesquisa que guarda amostras de plantas da biodiversidade do Paraná. Em seu espaço encontram-se além da estufa, um jardim francEs e um museu botânico. Muito lindo. Vale o passeio por lá!;5.0;fev de 2017
Cartão postal de curitiba, muito bom de se visitar... Principalmente durante a semana em que a movimentação é menor;4.0;fev de 2017
Fiquei surpreso com o esmero com que são cuidadas as plantas e principalmente as flores do local.  O local é uma espécie de museu da flora brasileira onde você variedade de plantas brasileiras em exposição. Mas o forte é a visão do canteiro de flores. Maravilha.O local é lindo. Vale a pena visitar e se deslumbrar.;5.0;fev de 2017
um lugar bonito, interessante. Nao tem muita sombra, entao evite nos dias muito quentes, com crianças e com idosos. Fora isto, ideal para toda a familia;4.0;dez de 2016
Vou retornar , logo que possível. Com a companhia da família toda,pra fazer um pique nique e tirar muitas fotos;5.0;set de 2016
Bonito o local!! Vale a pena conferir!!  Para as pessoas que gostam deste tipo passeio é muito bom e nos dá oportunidade de lindas fotos!!!;4.0;fev de 2017
Encantador!! vale apena conhecer um local de tamanha exuberância.. minha família e eu ficamos apaixonados.;5.0;nov de 2016
Lugar muito bonito e agradável. Indo com a família ou com seu par apenas, há a possibilidade de belas fotos nos coloridos jardins.;4.0;fev de 2017
Lugar muito limpo, bonito, e reconfortante. Muitos locais com sombra para dar aquele descanso, indo com a namorada ou mulher, da para fazer um encontro romântico.;5.0;fev de 2017
Lugar lindo. Muito bem cuidado. Limpo. Quem vai a Curitiba tem que ir ao Jardim Botânico, pois é com certeza um dos mais bonitos pontos turísticos da cidade.;5.0;fev de 2017
Uma atração imperdível para quem visita Curitiba. Plantas, árvores, Araucárias centenárias e outras atrações.;5.0;mar de 2016
Excelente para passear com a família, fui com meu esposo e filhos e todos amaram o parque, nos divertimos muito em meio ao gramado, tiramos fotos incríveis. Passeamos por todo o Jardim Botânico... vimos tartaruga, peixes, flores e muitas plantas. Não decepciona os visitantes por toda a beleza do lugar. Vale a pena conhecer com certeza!;5.0;fev de 2017
Lindos jardins e parada obrigatória para quem visita a cidade. O parque tem uma estufa e orquídeas em exposição, muito bonito.;5.0;jan de 2017
Passamos uma tarde maravilhosa, muitas plantas e flores que representam muito a região, e ainda que não fomos na primavera, quando ,com certeza, está muito mais florido!;5.0;mar de 2016
Adoro ir nesse lugar! Fui mais de uma vez! Super bem cuidado! Plantas sempre renovadas. Flores. Visual incrível! Rende aquela boa foto e aquele linda lembrança na mente!;5.0;jan de 2017
Lindo jardim francês, lindas flores, uma estufa de vidro com várias espécies de plantas, ótimo para apreciar e tirar boas fotos.;5.0;fev de 2017
Lugar belíssimo e muito agradável para um passeio. Local muito limpo e bem cuidado, como vários outros lugares que visitei em Curitiba. A cidade em si já vale a pena a visita.;5.0;fev de 2017
Lugar muito bem conservado, reunindo diversas atrações no mesmo lugar. Lugar para passar o dia, ir correr, ir conhecer as plantas ou simplesmente ir por ir.;5.0;set de 2016
Todos os meus amigos turistas não escapam de um passeio lá,acho um bom lugar,segur e limpo,ideal para que gosta de uma caminhada na natureza,próximo ao centro de curitiba,aliás todos os parques são próximos e no trajeto ainda encontramos o Parque do papa, Parque São Lourenço,Opera de Arame e Pedreira Paulo Lemisnki.Ainda próximo a Universidade Livre de Meio Ambiente,também imperdível.;5.0;nov de 2016
Foi onde tirei minhas fotos de pré casamento, não há nada igual, uma bela paisagem, e um lugar muito relaxante para ir fazer uma caminhada, fazer um pique-nique com a família, sair com a namorada, noiva ou esposa, um lugar encantador!;5.0;nov de 2016
O lugar é lindo bom para passear com a família e fazer piquenique, porém o lugar para estacionar é muito ruim e pequeno, os banheiros são péssimos e a estufa de flores está muito mal cuidada.  Não tem uma boa lanchonete no local e nem próximo para fazer uma  refeição ou tomar um lanche.;3.0;jan de 2017
Vale a visita se você curte parques e flores, fora isso não tem nada muito interessante. Estacionamento interno pequeno com poucas vagas.;3.0;jan de 2017
Lugar incrível, se você estar indo para Curitiba, tem que ir visitar o Jardim Botânico, com certeza não vai gostar. ;5.0;jan de 2017
O lugar é lindo, muito bem cuidado. Nota zero para os banheiros, estacionamento e lanchonetes do local. Se você não gosta de aglomerações de pessoas, não vá em fins de semana e feriados...;2.0;nov de 2016
Não é tão maravilhoso assim.. acredito que quem seja apaixonado por flores e plantas se encante mais. Mas é um lugar bonito.;4.0;fev de 2017
Local bonito, bem conservado e limpo.O que eu mais gostei é que apesar de ter ido em um sábado, não estava lotado.O banheiro estava sujo e sem papel (ponto negativo)Outro ponto negativo, mas que notei ser comum nos parques de Curitiba, é que não aceitam animais, não sei a justificativa para isso, mas achei chato.Acho que vale a pena conhecer o local.;4.0;fev de 2017
Lugar impressiona pela grandeza e pela beleza do lugar! Muito bem cuidado, jardim impecável.Por do sol é algo de se admirar com todo o cuidado, vale muito a pena! Parte interna do jardim é de uma beleza impar, vale muito a pena.Voltarei mais vezes.;5.0;fev de 2017
Lugar muito bonito, um grande ponto turístico de curitiba, vale muito a pena conhecer!!!otima localização;2.0;fev de 2017
Muito bonito o local, jardim muito bem cuidado, sem duvida quem visita Curitiba precisa levar imagens desse cartao postal.      Descansar a sombra do bosque e boa pedida para ficar apreciando a vista.eu vi um pouco de sujeira pelo chao, mas sei que isso e culpa dos proprios visitantes, pois lixeiras tem.     Ambiente familiar e tranquilo.;5.0;fev de 2017
Achei o jardim botânico em péssimo estado de conservação, principalmente a estufa e ao redor dela,em relação  a outras vezes que ja estive lá .;3.0;fev de 2017
o mais lindo cartão postal de curitiba, o jardim sensorial é uma experiência incrível, sem dúvida é uma sala de aula especial aos olhos e ao coração;5.0;jan de 2017
Lindo parque, ótimo passeio, lindas as flores . Tem o museu das flores dentro dele. Tudo muito verde. ;5.0;fev de 2017
Excelente local para contemplação e visita seja sozinha, ou com familiares. Local arborizado, com flores,  gramado e chafariz. Vale à pena conhecer. ;5.0;fev de 2017
Passeio muito interessante, pois a estufa é uma obra de arte. O jardim das Sensações é bem cuidado, e muito agradável. ;5.0;fev de 2017
Lindo, muitas flores e gramas, limpo, otimo para passeio com familia, namorado e até sozinho ou fazer uam caminhada ou corrida, ponto turistico de Curitiba, tem que conhecer;5.0;fev de 2017
Tudo muito bem cuidado é limpo.Um lugar q encanta e de uma natureza sem igual. Só o banheiro deixou a desejar.;5.0;fev de 2017
O local é lindo porém falta mais banheiros espalhados pelo parque  e bebedouros, achei que falta também trocadores pois pra quem vai com criança pequena é complicado..;4.0;jan de 2017
Jardim muito bonito, flores lindas! O interior da estufa não me chamou a atenção.Passeio agradável para um dia de sol!;4.0;nov de 2016
Lindo jardim. Tudo muito bem cuidado e limpo ,conta com estacionamento gratuito e segurança , vale mto a pena visitar .;5.0;fev de 2017
O parque é lindo! Infelizmente não tive tempo de conhecer tudo, pois o parque é bem grande, mas a parte que conheci é muito bonita, tudo muito bem cuidado. E achei incrível que apesar de ser um lugar tão lindo, é um parque público, onde os moradores da cidade vão para fazer caminhadas e coisas do tipo!;5.0;fev de 2017
Local maravilhoso, muito verde, jardins maravilhosos, tudo limpo e bem cuidado. Um local imperdoável.;4.0;out de 2016
Passeio agradabilíssimo muito lindo, devido às flores e principalmente a estufa. Sendo ótimo para caminhadas e outras atividades.;5.0;ago de 2016
Impossivel ir a Curitiba e nao passar pelo Jardim Botanico. Mas se tiver tempo e com um clima bacana vale passar um dia todo contemplando a botânica desse jardim....;5.0;jun de 2016
Curitiba ganhou minha admiração e o Jardim Botânico foi um lugar que ficará para sempre guardado em minhas lembranças... tudo muito lindo e romântico,eu e meu marido adoramos!;5.0;ago de 2016
O Jardim Botânico é um local bem bonito e agradável, bom para visitar. Os jardins estão bem cuidados e proporcionam uma vista muito bonita.;5.0;fev de 2017
Parque tranquilo, bom para caminhar, fazer picnics, e apreciar a vista, talvez o ponto turístico mais procurado de Curitiba.;5.0;fev de 2017
Visitar Curitiba sem visitar o Jardim Botânico é fazer algo pela metade. O lugar é lindo, espaçoso, muita verde, otimo para fazer uma caminhada.  Invejo quem mora por perto e pode desfrutar diariamente deste lugar.;5.0;jan de 2017
Não há o que colocar defeito, ponto turístico imperdível. No fim da tarde é melhor para fotografar por causa da posição do sol ;5.0;fev de 2017
O lugar é lindo, mas a prefeitura precisa zelar mais para a altura das gramas no jardim botânico e pela falta de cuidado com as plantas e com a limpeza na estufa, assim como a manutenção e limpeza dos vidros. O cartão postal de Curitiba precisa de mais cuidado.;4.0;jan de 2017
Local muito bonito com ampla área verde! É o cartão postal da cidade! Se for a Curitiba, não podes deixar de ir!;5.0;fev de 2017
Uma delicia de lugar, o clima, a natureza, um excelente lugar para visitar e contemplar, não deixe de ir.;4.0;fev de 2017
Atração gratuita como outros parques de Curitiba. imperdível, passeio lindo, rende belas fotos. Vale a pena para os menos apressados sentar embaixo das arvores e fazer um pique-nique.;5.0;dez de 2016
Ótima opção para passeio ao ar livre com toda a família. Lugar limpo, com muito verde e opções que garantirão ótimas fotos.;5.0;fev de 2017
Os parques de Curitiba são atrações turísticas e esse é o principal cartão postal de lá! O local é bonito e agradável, gostamos muito, mas é um passeio rápido já que a unica atividade é de contemplar o lugar.;4.0;jun de 2016
Sempre tive o sonho de conhecer Curitiba , Deus me concedeu isso . O melhor de tudo foi fazendo o que mais gosto , falando do amor de Cristo e com minha esposa . É empolgante estar no meio daquela beleza . Sempre imaginei isso , mas na prática foi algo que superou minhas expectativas !;5.0;set de 2016
Parque muito bem cuidado como a maioria das coisas em Curitiba!! Vale muito a pena. Indo com o ônibus da linha turismo, de 1h a 1h30min já dá pra curtir um passeio no parque.;4.0;fev de 2017
Jardim botânico espetacular ! lugar maravilhoso e belo ! Vale muito a pena conhecer! Lugar agradável.;5.0;jun de 2016
Como tds os Jardins Botânicos o passeio é muito agradável local muito bem tratado avaliação ótima um dos pontos turísticos mais bonitos de Curitiba;5.0;dez de 2016
Muito lindo. Imperdível! !Estando em Curitiba, tem q conhecer.É um parque muito bem cuidado (menos o banheiro);5.0;fev de 2017
Tdo perfeito!! A lanchonete e a lojinha deixam a desejar no atendimento!! Mas o parque em si é muito lindo!! Vale a pena visitar!!;4.0;fev de 2017
Ficaria muito mais tempo curtindo o local se houvesse  um espaço aconchegante para um bom café, sucos naturais, alguns produtos da terra.Centro de dicas turística e  culturais de Curitiba e cidades próximas.;4.0;set de 2016
é um ótimo lugar para qualquer tipo de passeio, com família, amigos, namorado... Nos oferece ótimas fotos e recordações, além de um conhecimento mais abrangente sobre a fauna. ;5.0;mar de 2016
ótimo para quem gosta de caminhadas e tranquilidade - a não ser que você vá aos domingos, quando tem muitas famílias e crianças! Muito acolhedor, com museus botânicos e experiências principalmente para os pequenos;4.0;set de 2016
Lugar excelente para passar o dia , deitar na grama e apreciar as maravilhas do local com uma boa cia ou um bom livro.;5.0;jan de 2017
O jardim botânico é muito bom no inverno, mas no verão é maravilho. Pra quem é amante de fotografia, o lugar é perfeito pra isso.;5.0;mar de 2016
Lugar que transmite paz, bom para relaxar e passar algumas horas com a família. Nãoesqueça da câmera pois as fotos vão ficar lindas.;5.0;nov de 2016
Um Parques para ser visto. A  sua limpeza. a sua beleza por parte dos bosques. Os lagos neles peixes, tartarugas, patos, etc. circuitos para andar. e curtir a sua a vida.;5.0;dez de 2016
relaxante bom demais pra caminhar ao ar livre, melhor horario é ao amanhecer ou entardecer. Facil acesso vale a pena conhecer;5.0;jan de 2017
É um lugar ótimo para passeios ao ar livre. Muito bem cuidado, os jardins são lindos e o local transmite muita paz e tranquilidade. Vale a pena a visita. No fim do dia o por do sol é maravilhoso.;5.0;fev de 2017
Local agradável e muito convidativo. Ótimo para passeio com a familia. Região para férias e, também para os fins de semana.;4.0;mar de 2016
O Jardim botânico de Curitiba já é referência mundial, Por aqui passam os curitibanos, pessoas de todo Brasil e também de outros Países. Um exemplo de arquitetura, um lugar agradável aos olhos e a mente. Mesmo já havendo visitado por inúmeras vezes, é sempre bom poder passear por lá. Super recomendado!!!;5.0;jan de 2017
Não tem como dizer que exista algo feio neste parque! É possível passar bons momentos ali, não fosse minha mulher ter de ficar com meu cachorro do lado de fora!!!;4.0;out de 2016
Fui ao Jardim Botânico de Curitiba num dia de sol e recomendo a visita a este lindo parque e cartão postal da cidade. É possível passar um bom tempo contemplando sua beleza;5.0;set de 2016
Ideal para passar um dia com a família e relaxar. Tem pista pra corrida, Lago, estufa com varias espécies de plantas, exposições e um lindo Jardim. Verdadeiro cartão postal;5.0;mar de 2016
O local bem cuidado, bem arborizado, tem exposições de orquideas, plantas, artesanato, lanchonete, loja do turista;5.0;fev de 2017
O Jardim Botânico é um local ótimo para um passeio e admiração das várias espécies de plantas e árvores. Obra construída pelo homem que fascina pelo colorido de suas flores e a beleza de suas fontes.;5.0;jan de 2017
Um lugar agradável, ótimo para passear com a família, amigos, limpo e com belas flores para animar e alegrar.;5.0;dez de 2016
um dos pontos turísticos mais lindo de Curitiba com uma área enorme com variedades de plantas e flores lindas sem fala do museu exelente;5.0;dez de 2016
Um lugar de paz, lindo e perfeito para lindas fotografias, ponto turístico obrigatório para quem vem a Curitiba.;4.0;dez de 2016
ótimo para passeio, especialmente nos dias ensolarados, para caminhadas e com ótima vista devido estar sempre bem cuidado e florido!;4.0;jan de 2017
Excelente local...para se visitar...com a família. Tirar fotos, conhecer um pouco das curiosidades do Paraná.;4.0;dez de 2016
Muito bom para se visitar no verão, tirar fotos e passear em família, ou para namorar.Para quem aprecia o verde, plantas, flores é uma excelente escolha.;5.0;set de 2016
Muito verde. Jardinagem perfeita. Cartão postal da cidade. Arquitetura de extremo bom gosto. Lugar limpo.;5.0;nov de 2016
Local limpo e muito bem cuidado. Perfeito para apreciar a vista, relaxar, caminhar e tirar fotos. Em dias de muito sol proteja-se, pois o parque é amplo. Ambiente familiar e seguro.;5.0;jan de 2017
Um jardim muito lindo e bem cuidado! Cartão postal de Curitiba! Todos devem conhecer! Local com ótima estrutura! ;5.0;fev de 2017
É um lugar maravilhoso tanto para passear quanto para fazer caminhadas. Possui jardins muito bem cuidados sempre com flores da estação e áreas verdes preservadas. Há também lagos com peixes, tartarugas e patos que são atração tanto para crianças quanto para adultos.E na época da floração da cerejeiras transforma-se num cartão postal deslumbrante!;5.0;nov de 2016
Lugar lindo, limpo, pássaros voando... um verdadeiro cartão postal. As flores estavam muito bonitas e tudo muito bem cuidado e conservado.;5.0;dez de 2016
Um lugar bem agradável. Ótimo para passar algumas horas. Também é muito bom para treinos de corrida já que tem algumas descidas e subidas com um bom circuito. O jardim das sensações é otimo. Com os olhos fechados se vai sentindo o cheiro e o tato das plantas.;4.0;fev de 2017
Excelente local para conhecer um pouco da cultura de Curitiba, ótimo passeio para casais. Realizar praticas exportivas.;5.0;jan de 2017
E realmente um dos cartões de visita de Curitiba, e quando estar florido é lindo, lugar Mágico, Muitos casamentos já foram palco deste Jardim Maravilhoso.Venham e aproveitem o dia ...;5.0;out de 2016
Local belíssimo, limpo, fácil acesso, gratuito e oferece estrutura para o visitante. Recomenda-se ir com calçado adequado a caminhada e como se trata de um Jardim Botânico ir na época de florada de cerejeiras. Apesar que durante todo ano há espécies floridas, os canteiros são muito bem cuidados.;4.0;jan de 2017
Lugar lindo de energia maravilhosa!!! Espaço bem cuidado, de onde não se deseja mais sair. Ótimo para passeio turístico.;5.0;jul de 2016
É um dos cartões postais da cidade, e merece a fama que tem. Lindo em qualquer época, mas principalmente na primavera e no verão, o jardim pede um passeio com tranquilidade e tempo para desfrutar de suas belezas...;5.0;jan de 2017
Lugar de uma beleza ímpar, bom para turistar, relaxar e fazer um ótimo piquenique pelos extensos gramados. Além de admirar a beleza e paz da natureza. Tem um lugarzinho bem especial que é o Jardim das Sensações, onde você pode tocar nas plantas e sentir as diferentes texturas e aromas. Os banheiros são limpos e organizados.;5.0;jan de 2017
Um dos lugares mais bonito de Curitiba, muito bem cuidado e mereçe ser visitado por todos turistas que venham a cidade.;5.0;dez de 2016
Gostei muito e é um lugar fantastico,Pura natureza. Parabéns ao cuidadores recumendo os turistas pra fazerem visitas· nota 10;5.0;dez de 2016
O estacionamento do parque é pequeno e sempre está lotado. Uma boa opção é deixar o carro na Rua São Januário. Esta é uma rua sem saída, está localizada enfrente ao portão principal  do parque e possui bastante espaço para estacionar o veículo.;4.0;fev de 2017
bom prá quem curte tirar fotos ,lembranças,curtir aquele ar puro  sem correrias ,estacionamento  tranquilo, éo local adequado para se passar uma tarde  a vontade....;4.0;dez de 2016
Local muito bonito cheio de flores,árvores,pássaros,um encanto.Cheio de atrações,principalmente,para quem gosta de curtir a natureza.;5.0;mar de 2016
De segunda a sexta bom pra passear, caminhar e até correr , mas nos finais de semana uma lotação total!!!!;4.0;dez de 2016
Local agradável, limpo e bonito. Plantas classificadas, curiosas e nativas. Bom espaço para caminhar e correr. Excelente local para turismo de toda natureza. Banheiros bem cuidados. Lindo lago com animais e pavilhão para exposições diversificadas.;5.0;nov de 2016
Jardim Botânico é lindo. Um cartão postal da cidade. Vale a pena o passeio em familia, casal, sozinho... enfim... um passeio para todos!!! A estufa de vidro é linda e o passeio por dentro vale a pena para quem gosta de botânica. Tem estacionamento na entrada, porém, para poucos veículos e de final de semana, principalmente de Sol o parque fica bem cheio.;5.0;nov de 2016
